Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
384,368,csrss.exe,0x85b23030,8,1075,1,False,2017-12-08,20:04:27.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\csrss.exe,%SystemRoot%\system32\csrss.exe,ObjectDirectory=\Windows,"SharedSection=1024,12288,512",Windows=On,SubSystemType=Windows,"ServerDll=basesrv,1","ServerDll=winsrv:UserServerDllInitialization,3","ServerDll=winsrv:ConServerDllInitialization,2","ServerDll=sxssrv,4",ProfileControl=Off,MaxRequestThreads=16,C:\Windows\system32\csrss.exe
*,1000,384,conhost.exe,0x928a0268,0,-,1,False,2017-12-08,20:04:32.000000,UTC,2017-12-08,20:06:51.000000,UTC,\Device\HarddiskVolume2\Windows\System32\conhost.exe,-,-
424,368,winlogon.exe,0x85b532c8,4,111,1,False,2017-12-08,20:04:27.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\winlogon.exe,-,-
1616,1548,explorer.exe,0x85dc2d28,25,685,1,False,2017-12-08,20:04:30.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\explorer.exe,C:\Windows\Explorer.EXE,C:\Windows\Explorer.EXE
*,736,1616,python.exe,0x842df758,0,-,1,False,2017-12-08,20:04:32.000000,UTC,2017-12-08,20:06:51.000000,UTC,\Device\HarddiskVolume2\Python27\python.exe,-,-
**,2564,736,et.exe,0x8625fd28,11,602,1,False,2017-12-08,20:04:50.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\et.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\et.exe""",C:\share\xls\SampleXLSFile_19kb.xls,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\et.exe
**,4996,736,googledrivesyn,0x8507ad28,1,17,1,False,2017-12-08,20:05:10.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Drive\googledrivesync.exe,"""C:\\Program","Files\\Google\\Drive\\googledrivesync.exe""",C:\Program,Files\Google\Drive\googledrivesync.exe
***,5784,4996,googledrivesyn,0x84c54540,1,150,1,False,2017-12-08,20:06:51.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Drive\googledrivesync.exe,"""C:\\Program","Files\\Google\\Drive\\googledrivesync.exe""",C:\Program,Files\Google\Drive\googledrivesync.exe
**,5124,736,mspaint.exe,0x850aca70,9,160,1,False,2017-12-08,20:05:15.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\mspaint.exe,mspaint,C:\share\\pic\7.jpg,C:\Windows\system32\mspaint.exe
**,5252,736,Scratch.exe,0x8524b370,24,402,1,False,2017-12-08,20:05:18.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Scratch\Scratch.exe,"""C:\\Program","Files\\Scratch\\Scratch.exe""",C:\Program,Files\Scratch\Scratch.exe
**,4872,736,BioEdit.exe,0x851ae0f8,2,73,1,False,2017-12-08,20:05:52.000000,UTC,N/A,\Device\HarddiskVolume2\BioEdit\BioEdit.exe,C:\\BioEdit\\BioEdit.exe,C:\BioEdit\BioEdit.exe
**,4744,736,NestTrader.exe,0x8502ca40,12,408,1,False,2017-12-08,20:06:03.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Omnesys\NEST3\NestTrader.exe,"""C:\\Program","Files\\Omnesys\\NEST3\\NestTrader.exe""",C:\Program,Files\Omnesys\NEST3\NestTrader.exe
**,6028,736,wpp.exe,0x848df7b8,15,635,1,False,2017-12-08,20:05:37.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\wpp.exe""",C:\share\ppt\SamplePPTFile_1000kb.ppt,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe
**,524,736,Free,Fire,Scre,0x849fb428,19,209,1,False,2017-12-08,20:06:30.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Free,Fire,Screensaver\Free,Fire,Screensaver.exe,"""C:\\Program",Files\\Free,Fire,Screensaver\\Free,Fire,"Screensaver.exe""",C:\Program,Files\Free,Fire,Screensaver\Free,Fire,Screensaver.exe
**,4896,736,TrueCafe.exe,0x85046468,9,153,1,False,2017-12-08,20:05:08.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\TrueCafe\TrueCafe.exe,"""C:\\Program","Files\\TrueCafe\\TrueCafe.exe""",C:\Program,Files\TrueCafe\TrueCafe.exe
**,3496,736,iexplore.exe,0x86196558,23,578,1,False,2017-12-08,20:04:43.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",https://www.dailymail.co.uk/,C:\Program,Files\Internet,Explorer\iexplore.exe
***,3592,3496,iexplore.exe,0x8512d858,52,985,1,False,2017-12-08,20:04:44.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",SCODEF:3496,CREDAT:209921,/prefetch:2,C:\Program,Files\Internet,Explorer\iexplore.exe
***,3692,3496,iexplore.exe,0x84ab69a0,30,652,1,False,2017-12-08,20:06:36.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",SCODEF:3496,CREDAT:406609,/prefetch:2,C:\Program,Files\Internet,Explorer\iexplore.exe
***,6128,3496,iexplore.exe,0x849ed468,52,1099,1,False,2017-12-08,20:05:41.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",SCODEF:3496,CREDAT:472079,/prefetch:2,C:\Program,Files\Internet,Explorer\iexplore.exe
**,5548,736,googledrivesyn,0x851a2030,1,17,1,False,2017-12-08,20:05:22.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Drive\googledrivesync.exe,"""C:\\Program","Files\\Google\\Drive\\googledrivesync.exe""",C:\Program,Files\Google\Drive\googledrivesync.exe
***,5100,5548,googledrivesyn,0x8438f370,6,302,1,False,2017-12-08,20:06:51.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Drive\googledrivesync.exe,"""C:\\Program","Files\\Google\\Drive\\googledrivesync.exe""",C:\Program,Files\Google\Drive\googledrivesync.exe
**,2604,736,CCleaner.exe,0x84a46d28,11,261,1,False,2017-12-08,20:06:17.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\CCleaner\CCleaner.exe,"""C:\\Program","Files\\CCleaner\\CCleaner.exe""",C:\Program,Files\CCleaner\CCleaner.exe
***,4532,2604,CCleaner.exe,0x84bc76b8,7,119,1,False,2017-12-08,20:06:23.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\CCleaner\CCleaner.exe,"""C:\Program","Files\CCleaner\CCleaner.exe""",/monitor,C:\Program,Files\CCleaner\CCleaner.exe
**,5680,736,mspaint.exe,0x8436d430,8,163,1,False,2017-12-08,20:05:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\mspaint.exe,mspaint,C:\share\\pic\6.jpg,C:\Windows\system32\mspaint.exe
**,3768,736,FoxitReader.ex,0x861865f0,25,578,1,False,2017-12-08,20:04:45.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Foxit,Software\Foxit,Reader\FoxitReader.exe,"""C:\Program",Files\Foxit,Software\Foxit,"Reader\FoxitReader.exe""",C:\share\pdf\18.pdf,C:\Program,Files\Foxit,Software\Foxit,Reader\FoxitReader.exe
***,3032,3768,FoxitReaderUpd,0x862b7900,0,-,1,False,2017-12-08,20:04:52.000000,UTC,2017-12-08,20:04:54.000000,UTC,\Device\HarddiskVolume2\Users\enlighten\AppData\Roaming\Foxit,Software\Addon\Foxit,Reader\FoxitReaderUpdater.exe,-,-
**,3388,736,Sense.exe,0x85bc9a40,6,140,1,False,2017-12-08,20:04:56.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Sense\Sense.exe,"""C:\\Program","Files\\Sense\\Sense.exe""",C:\Program,Files\Sense\Sense.exe
**,5824,736,BingDict.exe,0x852006b8,23,723,1,False,2017-12-08,20:05:30.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Bing,Dictionary\BingDict.exe,"""C:\\Program",Files\\Microsoft,Bing,"Dictionary\\BingDict.exe""",C:\Program,Files\Microsoft,Bing,Dictionary\BingDict.exe
**,576,736,mspaint.exe,0x84ba3928,8,164,1,False,2017-12-08,20:06:38.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\mspaint.exe,mspaint,C:\share\\pic\1.jpg,C:\Windows\system32\mspaint.exe
**,5060,736,Scratch.exe,0x850484a0,25,411,1,False,2017-12-08,20:05:13.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Scratch\Scratch.exe,"""C:\\Program","Files\\Scratch\\Scratch.exe""",C:\Program,Files\Scratch\Scratch.exe
**,5968,736,Connect.exe,0x8486ba40,21,562,1,False,2017-12-08,20:05:35.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Corel\CorelDRAW,Graphics,Suite,2017\Connect\Connect.exe,"""C:\\Program",Files\\Corel\\CorelDRAW,Graphics,Suite,"2017\\Connect\\Connect.exe""",C:\Program,Files\Corel\CorelDRAW,Graphics,Suite,2017\Connect\Connect.exe
**,4688,736,Evernote.exe,0x848e8910,22,509,1,False,2017-12-08,20:05:56.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Evernote\Evernote\Evernote.exe,"""C:\\Program","Files\\Evernote\\Evernote\\Evernote.exe""",C:\Program,Files\Evernote\Evernote\Evernote.exe
**,2384,736,wpp.exe,0x84904030,13,647,1,False,2017-12-08,20:06:20.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\wpp.exe""",C:\share\ppt\SamplePPTFile_1000kb.ppt,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe
**,2768,736,PCBWiz.exe,0x84c0f990,5,92,1,False,2017-12-08,20:06:43.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\New,Wave,Concepts\PCB,Wizard,3,Demonstration\PCBWiz.exe,"""C:\\Program",Files\\New,Wave,Concepts\\PCB,Wizard,3,"Demonstration\\PCBWiz.exe""",C:\Program,Files\New,Wave,Concepts\PCB,Wizard,3,Demonstration\PCBWiz.exe
**,4708,736,WinRAR.exe,0x84bb9258,5,184,1,False,2017-12-08,20:06:46.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\WinRAR\WinRAR.exe,"""C:\\Program","Files\\WinRAR\\WinRAR.exe""",C:\Program,Files\WinRAR\WinRAR.exe
**,4472,736,mspaint.exe,0x8504f030,8,173,1,False,2017-12-08,20:05:02.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\mspaint.exe,mspaint,C:\share\\pic\4.jpg,C:\Windows\system32\mspaint.exe
**,4220,736,MagicPhoto.exe,0x8502ac30,1,65,1,False,2017-12-08,20:06:11.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Magic,Photo,Editor\MagicPhoto.exe,"""C:\\Program",Files\\Magic,Photo,"Editor\\MagicPhoto.exe""",C:\Program,Files\Magic,Photo,Editor\MagicPhoto.exe
*,300,1616,VBoxTray.exe,0x842e6a40,13,151,1,False,2017-12-08,20:04:32.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\VBoxTray.exe,"""C:\Windows\System32\VBoxTray.exe""",C:\Windows\System32\VBoxTray.exe
2556,2528,GoogleCrashHan,0x85ff1900,5,73,0,False,2017-12-08,20:04:36.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Update\1.3.33.7\GoogleCrashHandler.exe,-,-
4700,4676,wpscloudsvr.ex,0x85d9f030,16,385,1,False,2017-12-08,20:05:04.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpscloudsvr.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\wpscloudsvr.exe""",Run,/InstanceId:WpsCloudSvr,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\wpscloudsvrimp.dll""",/broadcast,/start_from=et,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpscloudsvr.exe
1560,4780,wordpad.exe,0x848a7498,6,147,1,False,2017-12-08,20:06:34.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Windows,NT\Accessories\wordpad.exe,"""C:\Program",Files\Windows,"NT\Accessories\wordpad.exe""",C:\Program,Files\Windows,NT\Accessories\wordpad.exe
