Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
4,0,System,0x83859c868040,129,-,N/A,False,2024-09-17,22:12:55.000000,UTC,N/A,-,-,-
***,5264,816,SkypeApp.exe,0x8385a1a20080,38,-,1,False,2024-09-17,22:18:57.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeApp.exe,-,-
***,1172,816,TextInputHost.,0x8385a3dbd080,10,-,1,False,2024-09-17,22:14:08.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe,"""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe""",-ServerName:InputApp.AppXjd5de1g66v206tj52m9d0dtpppx4cgpn.mca,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
***,6868,816,SearchApp.exe,0x8385a3c59080,24,-,1,False,2024-09-17,22:25:38.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,-,-
***,8276,816,smartscreen.ex,0x8385a54c8080,1,-,1,False,2024-09-17,23:03:11.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\smartscreen.exe,C:\Windows\System32\smartscreen.exe,-Embedding,C:\Windows\System32\smartscreen.exe
***,2904,816,SkypeBackgroun,0x8385a1776080,4,-,1,False,2024-09-17,22:20:04.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe,-,-
**,6840,632,svchost.exe,0x8385a43f32c0,1,-,1,False,2024-09-17,22:19:26.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,BthAppGroup,-p,C:\Windows\system32\svchost.exe
**,3640,632,svchost.exe,0x8385a35fa080,4,-,0,False,2024-09-17,22:20:09.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,netsvcs,-p,C:\Windows\System32\svchost.exe
**,4796,632,svchost.exe,0x8385a186b080,7,-,0,False,2024-09-17,22:15:25.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceAndNoImpersonation,-p,C:\Windows\system32\svchost.exe
**,2112,632,svchost.exe,0x8385a30f1200,11,-,0,False,2024-09-17,22:13:33.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,utcsvc,-p,C:\Windows\System32\svchost.exe
**,5444,632,svchost.exe,0x83859fe952c0,8,-,0,False,2024-09-17,22:15:38.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,-p,C:\Windows\System32\svchost.exe
**,1224,632,svchost.exe,0x8385a30332c0,12,-,0,False,2024-09-17,22:13:31.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceNoNetworkFirewall,-p,C:\Windows\system32\svchost.exe
**,5840,632,svchost.exe,0x83859cf4a080,4,-,0,False,2024-09-17,22:22:00.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,imgsvc,C:\Windows\system32\svchost.exe
**,728,632,svchost.exe,0x8385a2ba6240,18,-,0,False,2024-09-17,22:13:23.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalSystemNetworkRestricted,-p,C:\Windows\System32\svchost.exe
***,3600,728,ctfmon.exe,0x8385a3949280,9,-,1,False,2024-09-17,22:13:49.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\ctfmon.exe,"""ctfmon.exe""",C:\Windows\system32\ctfmon.exe
**,4312,632,NisSrv.exe,0x8385a11e8080,6,-,0,False,2024-09-17,22:54:53.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files\Windows,Defender\NisSrv.exe,"""C:\Program",Files\Windows,"Defender\NisSrv.exe""",C:\Program,Files\Windows,Defender\NisSrv.exe
**,2652,632,SearchIndexer.,0x8385a333f240,16,-,0,False,2024-09-17,22:13:41.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe,C:\Windows\system32\SearchIndexer.exe,/Embedding,C:\Windows\system32\SearchIndexer.exe
***,184,2652,SearchProtocol,0x8385a61e70c0,6,-,0,False,2024-09-17,23:03:10.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe,"""C:\Windows\system32\SearchProtocolHost.exe""",Global\UsGthrFltPipeMssGthrPipe5_,Global\UsGthrCtrlFltPipeMssGthrPipe5,1,-2147483646,"""Software\Microsoft\Windows","Search""","""Mozilla/4.0",(compatible;,MSIE,6.0;,Windows,NT;,MS,Search,4.0,"Robot)""","""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc""","""DownLevelDaemon""",C:\Windows\system32\SearchProtocolHost.exe
**,864,632,svchost.exe,0x8385a2ba5080,14,-,0,False,2024-09-17,22:13:23.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceNoNetwork,-p,C:\Windows\system32\svchost.exe
**,1248,632,svchost.exe,0x8385a2e14080,2,-,0,False,2024-09-17,22:13:25.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalService,-p,C:\Windows\system32\svchost.exe
**,4064,632,svchost.exe,0x8385a159e080,3,-,0,False,2024-09-17,22:17:35.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,WbioSvcGroup,C:\Windows\system32\svchost.exe
**,488,632,svchost.exe,0x8385a34f12c0,9,-,1,False,2024-09-17,22:13:43.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,UnistackSvcGroup,C:\Windows\system32\svchost.exe
***,504,488,csrss.exe,0x8385a1cc0140,12,-,1,False,2024-09-17,22:13:15.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\csrss.exe,%SystemRoot%\system32\csrss.exe,ObjectDirectory=\Windows,"SharedSection=1024,20480,768",Windows=On,SubSystemType=Windows,"ServerDll=basesrv,1","ServerDll=winsrv:UserServerDllInitialization,3","ServerDll=sxssrv,4",ProfileControl=Off,MaxRequestThreads=16,C:\Windows\system32\csrss.exe
***,576,488,winlogon.exe,0x8385a1a020c0,7,-,1,False,2024-09-17,22:13:16.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\winlogon.exe,winlogon.exe,C:\Windows\system32\winlogon.exe
****,776,576,fontdrvhost.ex,0x8385a1b56140,5,-,1,False,2024-09-17,22:13:19.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\fontdrvhost.exe,-,-
****,972,576,dwm.exe,0x8385a2ac9080,16,-,1,False,2024-09-17,22:13:21.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\dwm.exe,"""dwm.exe""",C:\Windows\system32\dwm.exe
****,3156,576,userinit.exe,0x8385a3591340,0,-,1,False,2024-09-17,22:13:45.000000,UTC,2024-09-17,22:14:22.000000,UTC,\Device\HarddiskVolume1\Windows\System32\userinit.exe,-,-
*****,3200,3156,explorer.exe,0x8385a35c3300,65,-,1,False,2024-09-17,22:13:45.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\explorer.exe,C:\Windows\Explorer.EXE,C:\Windows\Explorer.EXE
******,4296,3200,SecurityHealth,0x83859f375080,1,-,1,False,2024-09-17,22:14:13.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\SecurityHealthSystray.exe,"""C:\Windows\System32\SecurityHealthSystray.exe""",C:\Windows\System32\SecurityHealthSystray.exe
******,5224,3200,msedge.exe,0x8385a3fd1080,0,-,1,False,2024-09-17,22:14:16.000000,UTC,2024-09-17,22:21:47.000000,UTC,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe,-,-
******,5164,3200,OneDrive.exe,0x83859cf0e080,24,-,1,True,2024-09-17,22:14:14.000000,UTC,N/A,\Device\HarddiskVolume1\Users\mubashir\AppData\Local\Microsoft\OneDrive\OneDrive.exe,"""C:\Users\mubashir\AppData\Local\Microsoft\OneDrive\OneDrive.exe""",/background,C:\Users\mubashir\AppData\Local\Microsoft\OneDrive\OneDrive.exe
**,4968,632,svchost.exe,0x83859f494080,2,-,1,False,2024-09-17,22:17:16.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,DevicesFlow,C:\Windows\system32\svchost.exe
**,1388,632,svchost.exe,0x8385a2daa2c0,19,-,0,False,2024-09-17,22:13:26.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,NetworkService,-p,C:\Windows\System32\svchost.exe
**,1900,632,svchost.exe,0x8385a2f6c2c0,3,-,0,False,2024-09-17,22:13:30.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,-p,C:\Windows\System32\svchost.exe
**,8176,632,svchost.exe,0x8385a60d5200,4,-,0,False,2024-09-17,22:58:20.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,wsappx,-p,C:\Windows\system32\svchost.exe
**,628,632,svchost.exe,0x8385a2ba7300,13,-,0,False,2024-09-17,22:13:23.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,-p,C:\Windows\System32\svchost.exe
**,1908,632,svchost.exe,0x8385a2f6e080,4,-,0,False,2024-09-17,22:13:30.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceNetworkRestricted,-p,C:\Windows\system32\svchost.exe
**,1012,632,CredentialEnro,0x8385a3a1c080,3,-,1,False,2024-09-17,22:17:35.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\CredentialEnrollmentManager.exe,-,-
**,3576,632,TrustedInstall,0x8385a1698080,5,-,0,False,2024-09-17,22:40:55.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\servicing\TrustedInstaller.exe,C:\Windows\servicing\TrustedInstaller.exe,C:\Windows\servicing\TrustedInstaller.exe
**,2044,632,spoolsv.exe,0x8385a2faf340,7,-,0,False,2024-09-17,22:13:31.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\spoolsv.exe,-,-
*,784,496,fontdrvhost.ex,0x8385a1d41140,5,-,0,False,2024-09-17,22:13:19.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\fontdrvhost.exe,-,-
*,644,496,WerFault.exe,0x8385a1a79080,0,-,0,False,2024-09-17,22:13:17.000000,UTC,2024-09-17,22:15:11.000000,UTC,\Device\HarddiskVolume1\Windows\System32\WerFault.exe,-,-
*,672,496,lsass.exe,0x8385a1a7c080,8,-,0,False,2024-09-17,22:13:17.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\lsass.exe,C:\Windows\system32\lsass.exe,C:\Windows\system32\lsass.exe
5112,7316,FTK,Imager.exe,0x8385a5be70c0,14,-,1,False,2024-09-17,22:57:39.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files\AccessData\FTK,Imager\FTK,Imager.exe,"""C:\Program",Files\AccessData\FTK,Imager\FTK,"Imager.exe""",C:\Program,Files\AccessData\FTK,Imager\FTK,Imager.exe
3596,7876,cmd.exe,0x8385a61e2080,0,-,1,True,2024-09-17,22:57:53.000000,UTC,2024-09-17,22:59:10.000000,UTC,\Device\HarddiskVolume1\Windows\SysWOW64\cmd.exe,-,-
3036,7964,cmd.exe,0x8385a4790080,0,-,1,True,2024-09-17,22:58:10.000000,UTC,2024-09-17,22:59:10.000000,UTC,\Device\HarddiskVolume1\Windows\SysWOW64\cmd.exe,-,-
4316,2796,msedge.exe,0x8385a6cd7080,47,-,1,False,2024-09-17,22:58:59.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program",Files,"(x86)\Microsoft\Edge\Application\msedge.exe""",--no-startup-window,C:\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe
*,3400,4316,msedge.exe,0x8385a11ed080,8,-,1,False,2024-09-17,22:59:00.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program",Files,"(x86)\Microsoft\Edge\Application\msedge.exe""",--type=crashpad-handler,"""--user-data-dir=C:\Users\mubashir\AppData\Local\Microsoft\Edge\User","Data""",/prefetch:4,--monitor-self-annotation=ptype=crashpad-handler,"""--database=C:\Users\mubashir\AppData\Local\Microsoft\Edge\User","Data\Crashpad""",--annotation=IsOfficialBuild=1,--annotation=channel=,--annotation=chromium-version=128.0.6613.138,"""--annotation=exe=C:\Program",Files,"(x86)\Microsoft\Edge\Application\msedge.exe""",--annotation=plat=Win64,--annotation=prod=Edge,--annotation=ver=128.0.2739.79,"--initial-client-data=0x24c,0x250,0x254,0x248,0x244,0x7ffa1fe59fd8,0x7ffa1fe59fe4,0x7ffa1fe59ff0",C:\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe
*,5900,4316,msedge.exe,0x8385a4b8e080,17,-,1,False,2024-09-17,22:59:02.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program",Files,"(x86)\Microsoft\Edge\Application\msedge.exe""",--type=utility,--utility-sub-type=network.mojom.NetworkService,--lang=en-US,--service-sandbox-type=none,"--field-trial-handle=1932,i,7332959622226271621,7988112052878106715,262144",--variations-seed-version,--mojo-platform-channel-handle=2272,/prefetch:3,C:\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe
*,6320,4316,msedge.exe,0x8385a67ef080,8,-,1,False,2024-09-17,22:59:03.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program",Files,"(x86)\Microsoft\Edge\Application\msedge.exe""",--type=utility,--utility-sub-type=storage.mojom.StorageService,--lang=en-US,--service-sandbox-type=service,"--field-trial-handle=2576,i,7332959622226271621,7988112052878106715,262144",--variations-seed-version,--mojo-platform-channel-handle=3384,/prefetch:8,C:\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe
*,4552,4316,msedge.exe,0x8385a2bf3080,15,-,1,False,2024-09-17,22:59:01.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program",Files,"(x86)\Microsoft\Edge\Application\msedge.exe""",--type=gpu-process,--gpu-preferences=UAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA,"--field-trial-handle=2080,i,7332959622226271621,7988112052878106715,262144",--variations-seed-version,--mojo-platform-channel-handle=2076,/prefetch:2,C:\Program,Files,(x86)\Microsoft\Edge\Application\msedge.exe
