Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
384,368,csrss.exe,0x85ce8670,10,1039,1,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\csrss.exe,%SystemRoot%\system32\csrss.exe,ObjectDirectory=\Windows,"SharedSection=1024,12288,512",Windows=On,SubSystemType=Windows,"ServerDll=basesrv,1","ServerDll=winsrv:UserServerDllInitialization,3","ServerDll=winsrv:ConServerDllInitialization,2","ServerDll=sxssrv,4",ProfileControl=Off,MaxRequestThreads=16,C:\Windows\system32\csrss.exe
*,3548,384,conhost.exe,0x85a6fd28,3,56,1,False,2017-12-08,21:12:48.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\conhost.exe,-,-
*,556,384,conhost.exe,0x85b11c10,3,53,1,False,2017-12-08,21:12:33.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\conhost.exe,-,-
424,368,winlogon.exe,0x85aa6030,4,111,1,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\winlogon.exe,-,-
1696,1652,explorer.exe,0x85e1cd28,22,643,1,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\explorer.exe,C:\Windows\Explorer.EXE,C:\Windows\Explorer.EXE
*,284,1696,VBoxTray.exe,0x842dba40,13,151,1,False,2017-12-08,21:12:33.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\VBoxTray.exe,"""C:\Windows\System32\VBoxTray.exe""",C:\Windows\System32\VBoxTray.exe
*,324,1696,python.exe,0x8542f170,0,-,1,False,2017-12-08,21:12:33.000000,UTC,2017-12-08,21:15:08.000000,UTC,\Device\HarddiskVolume2\Python27\python.exe,-,-
**,5512,324,regedit.exe,0x84866d28,2,67,1,False,2017-12-08,21:13:48.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\regedit.exe,-,-
**,4880,324,googledrivesyn,0x84811d28,1,13,1,False,2017-12-08,21:14:05.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Drive\googledrivesync.exe,"""C:\\Program","Files\\Google\\Drive\\googledrivesync.exe""",C:\Program,Files\Google\Drive\googledrivesync.exe
**,3860,324,maltego.exe,0x864d8108,0,100,1,False,2017-12-08,21:13:59.000000,UTC,2017-12-08,21:15:10.000000,UTC,\Device\HarddiskVolume2\Program,Files\Paterva\Maltego\v3.5.0\bin\maltego.exe,"""C:\\Program","Files\\Paterva\\Maltego\\v3.5.0\\bin\\maltego.exe""",C:\Program,Files\Paterva\Maltego\v3.5.0\bin\maltego.exe
**,6040,324,mspaint.exe,0x8489d030,8,161,1,False,2017-12-08,21:14:32.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\mspaint.exe,mspaint,C:\share\\pic\9.jpg,C:\Windows\system32\mspaint.exe
**,664,324,et.exe,0x84364030,11,447,1,False,2017-12-08,21:14:43.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\et.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\et.exe""",C:\share\xls\SampleXLSFile_212kb.xls,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\et.exe
**,3232,324,FoxitReader.ex,0x850786b0,24,586,1,False,2017-12-08,21:13:19.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Foxit,Software\Foxit,Reader\FoxitReader.exe,"""C:\Program",Files\Foxit,Software\Foxit,"Reader\FoxitReader.exe""",C:\share\pdf\17.pdf,C:\Program,Files\Foxit,Software\Foxit,Reader\FoxitReader.exe
***,5444,3232,FoxitReaderUpd,0x848671d0,0,-,1,False,2017-12-08,21:13:48.000000,UTC,2017-12-08,21:13:51.000000,UTC,\Device\HarddiskVolume2\Users\enlighten\AppData\Roaming\Foxit,Software\Addon\Foxit,Reader\FoxitReaderUpdater.exe,-,-
**,5800,324,Evernote.exe,0x850f9810,4,119,1,False,2017-12-08,21:13:51.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Evernote\Evernote\Evernote.exe,"""C:\\Program","Files\\Evernote\\Evernote\\Evernote.exe""",C:\Program,Files\Evernote\Evernote\Evernote.exe
**,5032,324,PCBWiz.exe,0x843b6d28,2,78,1,False,2017-12-08,21:15:03.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\New,Wave,Concepts\PCB,Wizard,3,Demonstration\PCBWiz.exe,"""C:\\Program",Files\\New,Wave,Concepts\\PCB,Wizard,3,"Demonstration\\PCBWiz.exe""",C:\Program,Files\New,Wave,Concepts\PCB,Wizard,3,Demonstration\PCBWiz.exe
**,3248,324,thinkorswim.ex,0x842e4440,45,566,1,False,2017-12-08,21:13:15.000000,UTC,N/A,\Device\HarddiskVolume2\Users\enlighten\AppData\Local\thinkorswim\thinkorswim.exe,-,-
**,3400,324,Lingoes.exe,0x8639a728,14,309,1,False,2017-12-08,21:12:45.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Lingoes\Translator2\Lingoes.exe,"""C:\\Program","Files\\Lingoes\\Translator2\\Lingoes.exe""",C:\Program,Files\Lingoes\Translator2\Lingoes.exe
**,4040,324,BarahaIME.exe,0x85e63ca8,2,83,1,False,2017-12-08,21:12:59.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Baraha,Software\Baraha,10\BarahaIME.exe,-,-
**,5576,324,speedcrunch.ex,0x848175c0,6,108,1,False,2017-12-08,21:14:27.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\SpeedCrunch\speedcrunch.exe,"""C:\\Program","Files\\SpeedCrunch\\speedcrunch.exe""",C:\Program,Files\SpeedCrunch\speedcrunch.exe
**,3532,324,DB.EXE,0x85a8c230,13,207,1,False,2017-12-08,21:12:48.000000,UTC,N/A,\Device\HarddiskVolume2\TC\BIN\DB.EXE,C:\\TC\\BIN\\DB.EXE,C:\TC\BIN\DB.EXE
**,848,324,chrome.exe,0x864ca200,41,1281,1,False,2017-12-08,21:13:05.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,"""C:\Program","Files\Google\Chrome\Application\chrome.exe""",https://www.time.com/,C:\Program,Files\Google\Chrome\Application\chrome.exe
***,4320,848,chrome.exe,0x850b9b08,15,224,1,False,2017-12-08,21:13:26.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,2440,848,chrome.exe,0x85c4acb8,3,58,1,False,2017-12-08,21:13:06.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,4696,848,chrome.exe,0x850316a8,15,220,1,False,2017-12-08,21:13:31.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,1836,848,chrome.exe,0x85140030,14,211,1,False,2017-12-08,21:13:10.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,3116,848,chrome.exe,0x864db548,14,178,1,False,2017-12-08,21:13:07.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,3340,848,chrome.exe,0x8508a030,16,297,1,False,2017-12-08,21:13:13.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,5772,848,chrome.exe,0x851d5030,16,207,1,False,2017-12-08,21:14:49.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,4604,848,chrome.exe,0x84b07188,15,182,1,False,2017-12-08,21:14:48.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,"""C:\Program","Files\Google\Chrome\Application\chrome.exe""",--type=renderer,"--field-trial-handle=1308,11787182616575216961,11684147977174356934,131072",--service-pipe-token=02AA21174BBEE37FE33F2C94CA8C5422,--lang=en-US,--enable-offline-auto-reload,--enable-offline-auto-reload-visible-only,"--blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true",--enable-pinch,--device-scale-factor=1,--num-raster-threads=1,"--content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553",--disable-accelerated-video-decode,--disable-gpu-compositing,--enable-gpu-async-worker-context,--service-request-channel-token=02AA21174BBEE37FE33F2C94CA8C5422,--renderer-client-id=14,--mojo-platform-channel-handle=4168,/prefetch:1,C:\Program,Files\Google\Chrome\Application\chrome.exe
***,5976,848,chrome.exe,0x84360b18,16,246,1,False,2017-12-08,21:14:31.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,"""C:\Program","Files\Google\Chrome\Application\chrome.exe""",--type=renderer,"--field-trial-handle=1308,11787182616575216961,11684147977174356934,131072",--service-pipe-token=462706CF7930378AFC2996000F4A0B22,--lang=en-US,--enable-offline-auto-reload,--enable-offline-auto-reload-visible-only,"--blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true",--enable-pinch,--device-scale-factor=1,--num-raster-threads=1,"--content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553",--disable-accelerated-video-decode,--disable-gpu-compositing,--enable-gpu-async-worker-context,--service-request-channel-token=462706CF7930378AFC2996000F4A0B22,--renderer-client-id=13,--mojo-platform-channel-handle=4052,/prefetch:1,C:\Program,Files\Google\Chrome\Application\chrome.exe
***,4024,848,chrome.exe,0x85249708,11,162,1,False,2017-12-08,21:13:10.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
***,1564,848,chrome.exe,0x8621a030,8,111,1,False,2017-12-08,21:13:05.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Google\Chrome\Application\chrome.exe,-,-
**,5584,324,NestTrader.exe,0x84381520,1,8,1,False,2017-12-08,21:14:51.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Omnesys\NEST3\NestTrader.exe,"""C:\\Program","Files\\Omnesys\\NEST3\\NestTrader.exe""",C:\Program,Files\Omnesys\NEST3\NestTrader.exe
**,4692,324,wps.exe,0x84ace030,17,629,1,False,2017-12-08,21:14:39.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wps.exe,"""C:\\Program",Files\\Kingsoft\\WPS,"Office\\10.8.0.6206\\office6\\wps.exe""",C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wps.exe
**,4060,324,wpp.exe,0x842e0030,13,630,1,False,2017-12-08,21:13:10.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe,"""C:\\Program",Files\\Kingsoft\\WPS,"Office\\10.8.0.6206\\office6\\wpp.exe""",C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe
***,4512,4060,wpsupdate.exe,0x851119b0,0,-,1,False,2017-12-08,21:13:29.000000,UTC,2017-12-08,21:13:47.000000,UTC,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\wtoolex\wpsupdate.exe,-,-
**,3932,324,Athan.exe,0x864d6a10,13,329,1,False,2017-12-08,21:12:54.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Athan\Athan.exe,"""C:\\Program","Files\\Athan\\Athan.exe""",C:\Program,Files\Athan\Athan.exe
**,4068,324,blender.exe,0x85138908,6,180,1,False,2017-12-08,21:13:03.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Blender,Foundation\Blender\blender.exe,"""C:\\Program",Files\\Blender,"Foundation\\Blender\\blender.exe""",C:\Program,Files\Blender,Foundation\Blender\blender.exe
**,3688,324,XiuXiu.exe,0x85e61a58,20,770,1,False,2017-12-08,21:12:51.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Meitu\XiuXiu\XiuXiu.exe,"""C:\\Program","Files\\Meitu\\XiuXiu\\XiuXiu.exe""",C:\Program,Files\Meitu\XiuXiu\XiuXiu.exe
***,3412,3688,MtHuaBao.exe,0x842e5d28,20,512,1,False,2017-12-08,21:13:08.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Meitu\XiuXiu\MtHuaBao.exe,"""C:\Program","Files\Meitu\XiuXiu\MtHuaBao.exe""",C:\Program,Files\Meitu\XiuXiu\MtHuaBao.exe
**,4200,324,Evernote.exe,0x85095030,0,-,1,False,2017-12-08,21:13:23.000000,UTC,2017-12-08,21:14:52.000000,UTC,\Device\HarddiskVolume2\Program,Files\Evernote\Evernote\Evernote.exe,-,-
**,4456,324,wps.exe,0x8482c030,18,617,1,False,2017-12-08,21:14:02.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wps.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\wps.exe""",C:\share\doc\SampleDOCFile_500kb.doc,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wps.exe
***,3540,4456,wpsupdate.exe,0x8439e488,1,0,1,False,2017-12-08,21:15:14.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\wtoolex\wpsupdate.exe,"""C:/Program",Files/Kingsoft/WPS,"Office/10.8.0.6206/wtoolex/wpsupdate.exe""",/from:ksostart,/guid:{d107fdba-dff2-4d81-a51f-34df2eb09906},C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\wtoolex\wpsupdate.exe
