Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
*****,656,468,VBoxService.ex,0x85b866e8,12,118,0,False,2017-12-08,22:45:41.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\VBoxService.exe,C:\Windows\System32\VBoxService.exe,C:\Windows\System32\VBoxService.exe
*****,932,468,svchost.exe,0x85aa32f0,16,314,0,False,2017-12-08,22:45:43.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalSystemNetworkRestricted,C:\Windows\System32\svchost.exe
******,1676,932,dwm.exe,0x85e5b4d8,7,88,1,False,2017-12-08,22:45:46.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\dwm.exe,"""C:\Windows\system32\Dwm.exe""",C:\Windows\system32\Dwm.exe
*****,2724,468,svchost.exe,0x86074530,5,91,0,False,2017-12-08,22:45:53.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,-,-
*****,1960,468,svchost.exe,0x85edfa40,29,303,0,False,2017-12-08,22:45:47.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceAndNoImpersonation,C:\Windows\system32\svchost.exe
*****,1840,468,DictUpdater.ex,0x85eaad28,5,91,0,False,2017-12-08,22:45:46.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Bing,Dictionary\DictUpdater.exe,-,-
*****,1596,468,BBSvc.EXE,0x85e1e0d8,6,80,0,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft\BingBar\7.3.117.0\BBSvc.EXE,-,-
*****,2624,468,sppsvc.exe,0x8482a030,7,109,0,False,2017-12-08,22:47:57.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\sppsvc.exe,C:\Windows\system32\sppsvc.exe,C:\Windows\system32\sppsvc.exe
*****,708,468,svchost.exe,0x868cfd28,14,354,0,False,2017-12-08,22:45:43.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,RPCSS,C:\Windows\system32\svchost.exe
*****,2884,468,SearchIndexer.,0x85e3e030,15,570,0,False,2017-12-08,22:45:53.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\SearchIndexer.exe,C:\Windows\system32\SearchIndexer.exe,/Embedding,C:\Windows\system32\SearchIndexer.exe
******,3096,2884,SearchProtocol,0x86119a00,7,311,0,False,2017-12-08,22:45:54.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\SearchProtocolHost.exe,-,-
******,3116,2884,SearchFilterHo,0x85f8c198,4,85,0,False,2017-12-08,22:45:54.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\SearchFilterHost.exe,-,-
*****,3012,468,wmpnetwk.exe,0x86108d28,10,208,0,False,2017-12-08,22:45:54.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Windows,Media,Player\wmpnetwk.exe,"""C:\Program",Files\Windows,Media,"Player\wmpnetwk.exe""",C:\Program,Files\Windows,Media,Player\wmpnetwk.exe
*****,972,468,svchost.exe,0x850d8a58,41,558,0,False,2017-12-08,22:45:44.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalService,C:\Windows\system32\svchost.exe
*****,1360,468,spoolsv.exe,0x85dbfa60,14,272,0,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\spoolsv.exe,C:\Windows\System32\spoolsv.exe,C:\Windows\System32\spoolsv.exe
*****,4560,468,svchost.exe,0x843bd2e8,5,42,0,False,2017-12-08,22:48:27.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,WerSvcGroup,C:\Windows\System32\svchost.exe
*****,596,468,svchost.exe,0x8533ab08,13,376,0,False,2017-12-08,22:45:40.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,DcomLaunch,C:\Windows\system32\svchost.exe
******,2224,596,WmiPrvSE.exe,0x85c67b38,7,144,0,False,2017-12-08,22:45:49.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSE.exe,C:\Windows\system32\wbem\wmiprvse.exe,C:\Windows\system32\wbem\wmiprvse.exe
******,2824,596,SkypeBrowserHo,0x85bfca50,14,230,1,False,2017-12-08,22:48:28.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Skype\Browser\SkypeBrowserHost.exe,"""C:\Program","Files\Skype\Browser\SkypeBrowserHost.exe""",-Embedding,C:\Program,Files\Skype\Browser\SkypeBrowserHost.exe
******,4216,596,SkypeBrowserHo,0x85052030,7,97,1,False,2017-12-08,22:48:19.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Skype\Browser\SkypeBrowserHost.exe,"""C:\Program","Files\Skype\Browser\SkypeBrowserHost.exe""",-Embedding,C:\Program,Files\Skype\Browser\SkypeBrowserHost.exe
*****,1492,468,AlibabaProtect,0x85e067f0,25,648,0,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\AlibabaProtect\1.0.9.673\AlibabaProtect.exe,"""C:\Program","Files\AlibabaProtect\1.0.9.673\AlibabaProtect.exe""",C:\Program,Files\AlibabaProtect\1.0.9.673\AlibabaProtect.exe
*****,1624,468,OfficeClickToR,0x85e44628,21,492,0,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Common,Files\microsoft,shared\ClickToRun\OfficeClickToRun.exe,"""C:\Program",Files\Common,Files\Microsoft,"Shared\ClickToRun\OfficeClickToRun.exe""",/service,C:\Program,Files\Common,Files\Microsoft,Shared\ClickToRun\OfficeClickToRun.exe
*****,3800,468,svchost.exe,0x85e58030,0,-,0,False,2017-12-08,22:46:20.000000,UTC,2017-12-08,22:48:25.000000,UTC,\Device\HarddiskVolume2\Windows\System32\svchost.exe,-,-
*****,1388,468,svchost.exe,0x85dcb548,23,329,0,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceNoNetwork,C:\Windows\system32\svchost.exe
*****,1644,468,svchost.exe,0x862e6d28,9,111,0,False,2017-12-08,22:46:12.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,imgsvc,C:\Windows\system32\svchost.exe
*****,4856,468,NisSrv.exe,0x850752e0,12,234,0,False,2017-12-08,22:46:47.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Security,Client\NisSrv.exe,"""c:\Program",Files\Microsoft,Security,"Client\NisSrv.exe""",c:\Program,Files\Microsoft,Security,Client\NisSrv.exe
*****,884,468,svchost.exe,0x85aa4648,24,476,0,False,2017-12-08,22:45:43.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,C:\Windows\System32\svchost.exe
******,1064,884,audiodg.exe,0x85475c80,8,142,0,False,2017-12-08,22:45:44.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\audiodg.exe,C:\Windows\system32\AUDIODG.EXE,0x2bc,C:\Windows\system32\AUDIODG.EXE
*****,756,468,MsMpEng.exe,0x86519bb0,36,592,0,False,2017-12-08,22:45:43.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Security,Client\MsMpEng.exe,"""c:\Program",Files\Microsoft,Security,"Client\MsMpEng.exe""",c:\Program,Files\Microsoft,Security,Client\MsMpEng.exe
*****,2036,468,FoxitConnected,0x85eee928,15,348,0,False,2017-12-08,22:45:47.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Foxit,Software\Foxit,Reader\FoxitConnectedPDFService.exe,"""C:\Program",Files\Foxit,Software\Foxit,"Reader\FoxitConnectedPDFService.exe""",C:\Program,Files\Foxit,Software\Foxit,Reader\FoxitConnectedPDFService.exe
*****,1016,468,svchost.exe,0x852a0308,40,1005,0,False,2017-12-08,22:45:44.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,netsvcs,C:\Windows\system32\svchost.exe
******,1572,1016,taskeng.exe,0x85e1c348,6,80,0,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\taskeng.exe,-,-
*****,1532,468,taskhost.exe,0x85e10d28,16,251,1,False,2017-12-08,22:45:45.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\taskhost.exe,"""taskhost.exe""",C:\Windows\system32\taskhost.exe
****,484,372,lsass.exe,0x85a43980,8,845,0,False,2017-12-08,22:45:40.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\lsass.exe,C:\Windows\system32\lsass.exe,C:\Windows\system32\lsass.exe
***,324,316,csrss.exe,0x85ae5960,9,648,0,False,2017-12-08,22:45:40.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\csrss.exe,%SystemRoot%\system32\csrss.exe,ObjectDirectory=\Windows,"SharedSection=1024,12288,512",Windows=On,SubSystemType=Windows,"ServerDll=basesrv,1","ServerDll=winsrv:UserServerDllInitialization,3","ServerDll=winsrv:ConServerDllInitialization,2","ServerDll=sxssrv,4",ProfileControl=Off,MaxRequestThreads=16,C:\Windows\system32\csrss.exe
**,196,704,English2Marath,0x85077030,1,73,1,False,2017-12-08,22:47:21.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\AdeptDict\FREE,English-Marathi,Translator\English2Marathi.exe,-,-
**,4932,704,Lingo17.exe,0x84816550,1,39,1,False,2017-12-08,22:47:50.000000,UTC,N/A,\Device\HarddiskVolume2\LINGO17\Lingo17.exe,C:\\LINGO17\\Lingo17.exe,C:\LINGO17\Lingo17.exe
**,5068,704,MagicPhoto.exe,0x848f8d28,1,65,1,False,2017-12-08,22:48:11.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Magic,Photo,Editor\MagicPhoto.exe,"""C:\\Program",Files\\Magic,Photo,"Editor\\MagicPhoto.exe""",C:\Program,Files\Magic,Photo,Editor\MagicPhoto.exe
**,852,704,mspaint.exe,0x86345c98,8,157,1,False,2017-12-08,22:46:12.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\mspaint.exe,-,-
**,3960,704,Solve,Elec.exe,0x86078030,2,98,1,False,2017-12-08,22:46:35.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Solve,Elec,2.5\Solve,Elec.exe,"""C:\\Program",Files\\Solve,Elec,2.5\\Solve,"Elec.exe""",C:\Program,Files\Solve,Elec,2.5\Solve,Elec.exe
**,4568,704,wpp.exe,0x85665bc8,13,573,1,False,2017-12-08,22:47:26.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe,"""C:\Program",Files\Kingsoft\WPS,"Office\10.8.0.6206\office6\wpp.exe""",C:\share\ppt\pptexamples.ppt,C:\Program,Files\Kingsoft\WPS,Office\10.8.0.6206\office6\wpp.exe
**,2528,704,vlc.exe,0x84858530,9,324,1,False,2017-12-08,22:47:47.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\VideoLAN\VLC\vlc.exe,"""C:\\Program","Files\\VideoLAN\\VLC\\vlc.exe""",C:\Program,Files\VideoLAN\VLC\vlc.exe
**,4836,704,SimSolar.exe,0x86125688,2,46,1,False,2017-12-08,22:46:46.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\SimSolar,v2.0\SimSolar.exe,-,-
**,3436,704,printui.exe,0x86151d28,2,64,1,False,2017-12-08,22:45:58.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\printui.exe,-,-
**,3692,704,CCleaner.exe,0x854c2bd8,8,239,1,False,2017-12-08,22:46:03.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\CCleaner\CCleaner.exe,"""C:\\Program","Files\\CCleaner\\CCleaner.exe""",C:\Program,Files\CCleaner\CCleaner.exe
***,3736,3692,CCleaner.exe,0x85e5c030,5,115,1,False,2017-12-08,22:46:03.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\CCleaner\CCleaner.exe,-,-
**,1656,704,vlc.exe,0x85b756c8,10,336,1,False,2017-12-08,22:46:24.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\VideoLAN\VLC\vlc.exe,"""C:\\Program","Files\\VideoLAN\\VLC\\vlc.exe""",C:\Program,Files\VideoLAN\VLC\vlc.exe
**,3964,704,iexplore.exe,0x8617e480,26,588,1,False,2017-12-08,22:46:09.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",https://www.creativecommons.org/,C:\Program,Files\Internet,Explorer\iexplore.exe
***,2912,3964,iexplore.exe,0x85ce5560,31,703,1,False,2017-12-08,22:46:16.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",SCODEF:3964,CREDAT:668680,/prefetch:2,C:\Program,Files\Internet,Explorer\iexplore.exe
***,4492,3964,iexplore.exe,0x850ba030,50,964,1,False,2017-12-08,22:47:24.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",SCODEF:3964,CREDAT:2765858,/prefetch:2,C:\Program,Files\Internet,Explorer\iexplore.exe
***,4036,3964,iexplore.exe,0x86320ac0,36,946,1,False,2017-12-08,22:46:10.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Internet,Explorer\iexplore.exe,"""C:\Program",Files\Internet,"Explorer\iexplore.exe""",SCODEF:3964,CREDAT:209921,/prefetch:2,C:\Program,Files\Internet,Explorer\iexplore.exe
